"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"1090",26,"Sian Ka'an",NA,1,"Ia",6,0.163991662233206,0.78817841296937,0.573583961060493,0.846613927278111,0.552241753287059,0.194247652327125
"1093",1313,"Sierpe Wetlands and Osa Peninsula","KBA",NA,NA,6,0.606721216261738,0.624316480249862,0.689219607163214,0.825361934695291,0.523870996477048,0.38951836628446
"1095",1315,"Sierra de Juárez","KBA",NA,NA,6,0.728108120059237,0.659673913149247,0.823117476139753,0,0.594720553881893,0.210767771417845
"1097",505,"Sierra de la Macarena",NA,1,"II",6,0.433327353070758,0.706568498277592,0.862361772614132,0.881795813611659,0.66117921667669,0.666587388153349
"1098",1316,"Sierra de las Minas - Motagua","KBA",NA,NA,6,0.580520613611693,0.634154797801682,0.748660964747723,0.518731516589752,0.609856944088192,0.258214528335831
"1099",1317,"Sierra de Miahuatlán","KBA",NA,NA,6,0.383750070136191,0.670157836165715,0.831237090516001,0.832047204881676,0.556046179899121,0.18134254335657
"1101",316,"Sierra del Divisor",NA,1,"II",6,0.473331858536303,0.941699971543542,0.738419358630669,0.828604467645369,0.768434016617596,0.850666193000379
"1103",268,"Sierra Nevada",NA,1,"II",6,0.665442304463786,0.526241855814273,0.766879281758357,0.819536288665595,0.470190344674871,0.324791982964466
"1104",1320,"Sierra Nevada de Santa Marta National Natural Par*","KBA",NA,NA,6,0.566019568806117,0.58426528737076,0.561901067128359,0.873252583305979,0.633644506156767,0.414301373290334
"1106",1321,"Sierra Norte de Oaxaca II","KBA",NA,NA,6,0.655938934623977,0.717667038333316,0.783532282323564,0.0782567192162105,0.557765511390696,0.215940592389941
"1107",703,"Silva Hill","KBA",NA,NA,6,0.307160474268671,0.638174237783271,0.65799998348277,0.76838309963549,0.517539544978068,0.293671790733036
"1113",1050,"Sistema de lagunas de Vilama-Pululos","KBA",NA,NA,6,0.0562416300382953,0.817515951829508,0.706319011204603,0.845374801363544,0.577902847967781,0.00143102536020414
"1118",259,"Soufriere",NA,1,"II",6,0.506406778265378,0.389681332015532,0,0.872086390150304,0,0.435088610484419
"1145",508,"Sumapaz",NA,1,"II",6,0.583969439258173,0.448464129100017,0.877339558171592,0.895941370160633,0.520246973918024,0.502107316172985
"1151",741,"Tabocais","KBA",NA,NA,6,0.453929398923874,0.902318214284297,0.805356157115563,0.850303902815132,1,0.792729335728753
"1153",1020,"Tahuamanu","KBA",NA,NA,6,0.378036150430863,0.657894130902353,0.812914441275675,0.802757438202763,0.520495312777224,0.704496714975797
"1154",510,"Talamanca Range-La Amistad Reserves / La Amistad National Park",NA,1,"Not Applicable",6,1,0.610905474902508,0.578856430451121,0.81110903345799,0.651530379200088,0.438883977229599
"1155",341,"Talampaya",NA,1,"II",6,0.0982954211778429,0.758563542571887,0.848915850953159,0.28799163104523,0.514781988368819,0.0113622808670612
"1158",1066,"Tambopata","KBA",NA,NA,6,0.550630585285905,0.814066310383389,0.821359134250778,0.69695401415844,0.551345760529508,0.656143984636847
"1168",760,"Tepuis de Roraima","KBA",NA,NA,6,0.553956183137734,0.70578106531844,0.785866802184333,0.839371921950359,0.536009004852537,0.583128705077781
"1171",745,"Terra Ronca","KBA",NA,NA,6,0.363438490083999,0.19320405294953,0.743286895593182,0.655822664352162,0.673153729526417,0.229006833867622
"1172",1075,"Territorio Achuar","KBA",NA,NA,6,0.560645573353312,0.894289760249263,0.920017471983822,0.736903331165752,0.691116539927585,0.797867539473478
"1186",1079,"Tierras altas de Isabela","KBA",NA,NA,6,0.599044907208401,0.945586879318305,0.237973101437921,0.871636946585085,0.516959940691842,0.122817088684705
"1187",282,"Tinfunque",NA,1,"II",6,0.16028175349149,0.518042701768101,0.451268836300273,0.626614372307943,0.487494351251531,0.236743672616174
"1188",504,"Tinigua",NA,1,"II",6,0.396177152327674,0.547137479920058,0.805644067064501,0.875304812454087,0.515612479094806,0.651076822869651
"1189",767,"Tirecatinga / Utiariti","KBA",NA,NA,6,0.29060633296658,0.369906471267935,0.646127526383752,0.676435612426772,0.657981006438186,0.245630580438458
"1195",306,"Torres del Paine",NA,1,"II",6,0.0348143228193781,0.68738730101284,0.375084419735536,0.965827752146096,0.508728554054326,0.339587784636977
"1220",1227,"Unai","KBA",NA,NA,6,0.294315242014151,0.171130934356054,0.676077339108175,0.454566761079231,0.556922027444585,0.167957635205653
"1230",1324,"Upper Vacacai pampas","KBA",NA,NA,6,0.160229498494309,0.141219141487081,0.522101347601801,0.479570133828102,0.625896238966567,0.106442900591093
"1237",758,"Várzeas de Monte Alegre","KBA",NA,NA,6,0.45196730165997,0.732071673904911,0.64797216983002,0.854767000146321,0.861076887320388,0.529321329629635
"1238",744,"Várzeas do Médio Rio Amazonas","KBA",NA,NA,6,0.479078203690128,0.769617701507892,0.800558995856296,0.861454755867337,0.871506241259629,0.700388310785831
"1239",763,"Vale do Rio Palmeiras","KBA",NA,NA,6,0.210976985659288,0.351323618854514,0.724232785243635,0.664511722755243,0.548570017109268,0.218440598689506
"1240",1325,"Valle de Tehuacán-Cuicatlán","KBA",NA,NA,6,0.596257609133673,0.616016627870536,0.821379976362116,0.342173037018997,0.629021290818478,0.146290669017847
"1241",1046,"Valle del río Paraguay-Paraná","KBA",NA,NA,6,0.214696033356704,0.330591017470376,0.607868581598838,0.631368612630878,0.527912667406574,0.149055846472255
"1242",1056,"Valle Fluvial del Río Paraguay","KBA",NA,NA,6,0.246763698343996,0.325338027390817,0.507820963478759,0.576335112042195,0.587425025311484,0.144525632564557
"1245",1077,"Verde-Ónzole-Cayapas-Canandé","KBA",NA,NA,6,0.594097139073863,0.67863431939661,0.627205379463068,0.861509592947249,0.510795637616063,0.523915667422061
