,ID,SP_ID,Int_Name,Area_Rep,Area_GIS,PA_type,PA_DEF,IUCN_CAT,RealmNr,COUNTRY,ISO3,ODA_status,ODA,SR_B,Prop_SR_B,SR_M,Prop_SR_M,SR_A,Prop_SR_A,SR_R,Prop_SR_R,RSR_B,RSR_M,RSR_A,RSR_R,PE_WMean_B,PE_Max_B,PE_WMean_M,PE_Max_M,PE_WMean_A,PE_Max_A,PE_WMean_R,PE_Max_R,TO_PAbird,TO_PA_weightbird,TO_PAmammal,TO_PA_weightmammal,TO_PAamphibian,TO_PA_weightamphibian,TO_PAreptile,TO_PA_weightreptile,HFP_WMean,HFP_Max,HFPRisk_around,BaseCarbon_WMean,BaseCarbon_WSum,VulCarbon_WMean,VulCarbon_WSum,IrrCarbon_WMean,IrrCarbon_WSum,BII_WMean,BII_Max,BioAnth_WMean,BioAnth_Max,TreeCover_WMean,TreeCover_Max,BioCropRisk,CropRisk,PastureRisk
998,143,1124,Bolon' lake,NA,3915.415778,KBA,NA,NA,8,Russia,RUS,NA,no,204,0.020643594,51,0.009668246,7,0.001097179,14,0.001391097,1.94E-07,1.59E-07,2.25E-07,2.98E-07,2.541728195,2.624580915,0.64110107,0.706678215,0.295014966,0.379359746,0.064646958,0.072478568,0.052030236,0.055707676,0.051209025,0.053396107,0.072730918,0.073959882,0.247077039,0.238501117,0.934835339,1.557569935,0.934835339,26.04363858,170.3424685,26.02864137,170.2589022,2.965093096,24.15506166,0.803207313,0.875306312,-0.053152313,0.436752319,0.014948659,0.07523337,0,-0.199926117,0.109439708
999,1223,1131,Upper and middle Nizhnyaya Baikha river,NA,5361.715199,KBA,NA,NA,8,Russia,RUS,NA,no,110,0.01113135,33,0.006255924,2,0.00031348,1,9.94E-05,6.79E-08,8.24E-08,8.45E-08,5.28E-08,0.641706529,0.664716527,0.235956307,0.238668149,0.141420221,0.147314945,0.009862197,0.009862197,0.172226394,0.173779357,0.179623244,0.180717436,0.358285372,0.354215531,0.860755792,0.876877302,0.027858367,1.233317529,0.027858367,27.04071724,357.280397,25.09309843,336.163428,6.344166166,87.77532882,0.954634523,0.957508895,-0.002232915,0.037078857,0.413167029,0.529916674,0,0,0.000103473
1000,1224,885,Upper and Middle Yuribey,NA,3990.841512,KBA,NA,NA,8,Russia,RUS,NA,no,59,0.005970451,20,0.003791469,0,0,1,9.94E-05,1.41E-07,1.02E-07,NA,5.28E-08,0.584944214,0.644146836,0.112669054,0.132197143,0.040527941,0.040527941,0.009862197,0.009862197,0.194765187,0.194789362,0.176898732,0.17706262,0.35177325,0.356471096,0.92271841,0.96774394,0.054775477,1.26793387,0.054775477,0,1,0,1,0,1,0.996667273,0.998049511,0.001470581,0.004806519,0.134920236,0.351266676,0,0,0
1001,1227,888,Upper streams of Ob' river,NA,4777.355106,KBA,NA,NA,8,Russia,RUS,NA,no,145,0.014673143,41,0.007772512,5,0.000783699,3,0.000298092,8.99E-08,6.69E-08,9.78E-08,6.76E-08,0.934081097,1.000108345,0.269135987,0.297006574,0.18396326,0.246018059,0.02043685,0.022570117,0.169448582,0.170800454,0.185417809,0.185093893,0.305488335,0.299493327,0.803094678,0.802211702,3.313030108,7.07422977,3.313030108,38.67781581,468.1348244,37.92542901,459.4306989,12.62155767,151.1139391,0.956596159,0.961174887,0.030038742,0.111541748,0.30319306,0.416800022,0,0,0.000365175
1002,515,913,Kamsko-Bakaldinskiye marshes,NA,3151.834861,KBA,NA,NA,8,Russia,RUS,NA,no,185,0.018720907,57,0.010805687,10,0.001567398,7,0.000695548,6.47E-08,1.30E-07,1.73E-07,9.89E-08,1.287465051,1.293003403,0.819498296,0.840625113,0.711175415,0.726398682,0.071529548,0.074226503,0.116402472,0.118132074,0.147521996,0.149169403,0.147601614,0.147314281,0.668804696,0.617990101,8.486883937,9.10708034,8.486883937,61.52026813,443.8906648,59.95908919,434.7129653,11.66351179,96.33279457,0.910770398,0.944721319,-1.349659994,-0.128112797,0.191301405,0.338983357,0,-0.048473331,0.00545458
1003,518,873,Kanskaya Steppe,NA,2095.604085,KBA,NA,NA,8,Russia,RUS,NA,no,234,0.023679417,68,0.012890995,2,0.00031348,8,0.000794913,9.03E-08,2.87E-07,8.80E-08,9.30E-08,1.927790356,1.931164505,1.021630888,1.049159179,0.067024361,0.067024361,0.048536676,0.049157931,0.060634625,0.072827585,0.071801611,0.079416173,0.114484989,0.143557857,0.681728258,0.690201353,5.029862319,5.711099093,5.029862319,42.53469014,216.415932,42.53088853,216.3965258,18.1687014,91.40938449,0.810599073,0.860182368,1.097358367,1.926696782,0.370320641,0.444966644,7.86E-12,-0.002149166,0.018336307
1004,161,1103,Brekhovskiye islands,NA,9339.344099,KBA,NA,NA,8,Russia,RUS,NA,no,46,0.004654928,19,0.003601896,0,0,0,0,1.64E-07,1.01E-07,NA,NA,0.613201035,0.705414986,0.098171254,0.120546913,NA,#NAME?,NA,#NAME?,0.138862233,0.137736656,0.129244924,0.131631392,0.201448011,0.200011016,1,1,0.819147856,2.227214584,0.819147856,0,1.003,0,1.003,0,1.003,0.999702022,1.000364741,-0.001656986,0.002685547,0.000671153,0.00235,0,0,0
1005,1251,528,Virgin Komi Forests,32800,28702.89214,WHS,1,Not Applicable,8,Russia,RUS,NA,no,171,0.017304189,47,0.008909953,4,0.000626959,4,0.000397456,7.39E-08,8.46E-08,9.16E-08,6.61E-08,0.943706308,1.099214124,0.244001604,0.307881264,0.160220808,0.201554974,0.011594411,0.026656594,0.160788093,0.166843507,0.161181421,0.161988239,0.267718185,0.265295129,0.903500346,0.918905839,0.605101418,3.24463583,0.605101418,58.16462757,2717.123468,57.190201,2661.770961,26.10266432,1151.360302,0.941054883,1.009906547,-0.079224469,0.090911865,0.212704513,0.663250014,0,0,9.20E-05
1006,536,895,Kenozer'ye,NA,2110.05159,KBA,NA,NA,8,Russia,RUS,NA,no,155,0.015685084,38,0.007203791,5,0.000783699,4,0.000397456,6.26E-08,7.32E-08,1.22E-07,9.22E-08,1.070314442,1.101661478,0.300059187,0.306642775,0.209234412,0.216923599,0.041510426,0.041510426,0.10601373,0.104299451,0.160289611,0.160320341,0.265765507,0.259854401,0.821798901,0.79777667,2.736898792,3.486599413,2.736898792,59.86164023,364.6500174,58.82165869,357.5412962,22.89458875,140.5757415,0.926554789,0.935010881,0.140785995,0.463424682,0.047927866,0.21663332,0,0,0
1007,1256,905,Volga Delta,NA,10596.17884,KBA,NA,NA,8,Russia,RUS,NA,no,152,0.015381502,43,0.008151659,3,0.000470219,19,0.001887917,9.09E-08,1.79E-07,1.88E-07,2.51E-07,1.668596721,1.744963903,0.818720643,1.607876875,0.22351122,0.22351122,0.177484201,0.207579643,0.074359329,0.078902854,0.089112265,0.093687536,0.187996847,0.195160378,0.46387501,0.461703884,6.715752861,9.617994488,6.715752861,35.85592158,377.9856057,35.65871554,375.0566664,4.645287861,47.73395336,0.864822284,0.951186158,2.02592608,10.576767,0.083644739,0.109049991,2.38E-08,-0.111207553,0.068729998
1008,182,1121,Cape Billings,NA,2517.504242,KBA,NA,NA,8,Russia,RUS,NA,no,40,0.004047764,21,0.003981043,0,0,0,0,2.06E-07,8.34E-08,NA,NA,0.958980737,1.02941991,0.132842703,0.163064831,NA,#NAME?,NA,#NAME?,0.124461031,0.128572285,0.084335504,0.090202097,0.206294788,0.208671985,1,1,1.563966044,3.890002311,1.563966044,0,0.999,0,0.999,0,0.999,1.00218622,1.002370006,-0.000723074,0,4.07E-05,0.000216667,0,0,0
1009,665,1133,Lowland swamps in the valley of Tungur and Nenyuga,NA,3931.411304,KBA,NA,NA,8,Russia,RUS,NA,no,186,0.018822101,42,0.007962085,2,0.00031348,5,0.00049682,1.04E-07,1.05E-07,9.93E-08,1.44E-07,1.465439646,1.538748089,0.381466493,0.423292274,0.141650838,0.160635143,0.035692308,0.035721775,0.087407715,0.090782083,0.09558844,0.098473447,0.25563412,0.257659115,0.710140536,0.732172154,0.030582761,0.732855108,0.030582761,30.59661139,225.7658569,30.59301537,225.7168477,9.942584352,70.83912022,0.939606917,0.947929865,0.109662366,0.26786804,0.313720537,0.537683317,0,0.000194939,2.38E-05
1010,546,1128,Khanka plain,NA,4714.470554,KBA,NA,NA,8,Russia,RUS,NA,no,222,0.022465088,70,0.013270142,11,0.001724138,17,0.001689189,2.50E-07,3.03E-07,5.57E-07,3.67E-07,3.275238269,3.474728131,1.550736122,1.579001365,2.000278555,2.229540589,0.119675149,0.141879634,0.048639693,0.052287547,0.062856497,0.066236945,0.080138514,0.081817109,0.271453911,0.299711365,6.313244473,7.963205052,6.313244473,27.49897079,349.5190369,27.49038426,349.4148893,4.512352059,48.73622621,0.834794248,0.89186877,2.632273259,4.557357805,0.02885748,0.085183352,0.01309777,-0.153091191,0.020001749
1011,316,879,East slope of the Northern Ural,NA,2589.364784,KBA,NA,NA,8,Russia,RUS,NA,no,150,0.015179114,36,0.006824645,4,0.000626959,1,9.94E-05,7.04E-08,6.31E-08,9.16E-08,5.28E-08,0.98494663,1.033447378,0.257936208,0.267637991,0.156986028,0.170711173,0.009862197,0.009862197,0.16382341,0.160893548,0.158891288,0.160597573,0.238065195,0.241627756,0.884660882,0.87108439,0.213340577,0.434642506,0.213340577,55.8731603,404.8758353,55.62895902,403.998326,20.45013026,157.635081,0.908528944,0.91584309,-0.10521196,-0.00656128,0.514577884,0.663250014,0,0,2.63E-05
1012,556,1129,Kievka and Chernaya river basins,NA,4551.346874,KBA,NA,NA,8,Russia,RUS,NA,no,190,0.019226877,65,0.012322275,9,0.001410658,13,0.001291733,1.85E-07,3.44E-07,4.82E-07,3.07E-07,3.070442287,3.234668814,1.496900584,1.56208281,1.836851795,1.83898977,0.114397822,0.116594067,0.053338095,0.057429883,0.068135333,0.072408674,0.117073237,0.12861378,0.491346811,0.491652611,3.399444731,8.560704487,3.399444731,70.07410567,600.8432594,70.05787324,600.6155882,31.30696448,259.4727159,0.920823194,0.924056814,0.061640005,0.707489018,0.057502737,0.13986671,0,-0.000937017,0.001076878
1013,1275,912,Watershed of the Rivers Strelna and Varzuga,NA,4097.069803,KBA,NA,NA,8,Russia,RUS,NA,no,109,0.011030156,23,0.00436019,0,0,2,0.000198728,8.43E-08,1.03E-07,NA,6.01E-08,1.186226101,1.242029988,0.157197172,0.182161101,NA,#NAME?,0.015797839,0.015797839,0.140594719,0.141285057,0.158789119,0.157934628,0.285905523,0.277231606,0.950237749,0.957786754,0.885113052,1.452938187,0.885113052,32.22965906,333.5321081,30.60047373,308.1561787,5.528228135,61.88350862,0.88358004,0.903857621,0.022266479,0.071273804,0.226292506,0.329100013,0,0,0
1014,204,523,Central Sikhote-Alin,4061.77,3999.040448,WHS,1,Not Applicable,8,Russia,RUS,NA,no,194,0.019631654,57,0.010805687,7,0.001097179,13,0.001291733,1.69E-07,3.08E-07,3.15E-07,2.77E-07,2.990165121,3.028434197,1.210432623,1.254730972,0.499518773,0.587055654,0.098771297,0.106495161,0.057771659,0.062368396,0.072213325,0.074895061,0.122957427,0.126346088,0.473141243,0.478616084,1.456850339,3.7008085,1.456850339,76.05593903,735.9376482,76.04865465,735.8201128,36.80471113,345.8069318,0.896163883,0.916278907,0.104991493,0.519088747,0.112989619,0.514050007,0,-0.002406268,0.003431364
1015,1047,910,Russki Zavorot Peninsula and eastern part of Malozemelskaya,NA,3365.454536,KBA,NA,NA,8,Russia,RUS,NA,no,57,0.005768063,20,0.003791469,1,0.00015674,1,9.94E-05,9.70E-08,8.26E-08,9.29E-08,5.28E-08,0.73684196,0.758162517,0.108492983,0.11571026,0.041064615,0.043064945,0.009862197,0.009862197,0.176459025,0.175590149,0.227037584,0.229978262,0.447017374,0.433474113,0.947387631,0.95749795,0.505284663,3.010526914,0.505284663,NA,1.001,NA,1.001,NA,1.001,0.955664279,0.973997002,0,0,0.519930914,0.569450028,0,0,0
1016,568,1107,Kolyma delta,NA,12975.85209,KBA,NA,NA,8,Russia,RUS,NA,no,89,0.009006274,29,0.00549763,1,0.00015674,0,0,2.19E-07,1.17E-07,7.62E-08,NA,1.274632857,1.330876439,0.16048329,0.176892003,0.102247819,0.102247819,NA,#NAME?,0.107709819,0.117728653,0.112765017,0.124378242,0.247709,0.273907427,1,1,0.839418828,3.102085981,0.839418828,0.326478406,19.19107688,0.210169851,11.59302064,0.11754019,8.636890929,1.001632547,1.002302894,0.007182869,0.056579589,0.006510848,0.012533333,0,0,0
1017,1286,906,Western Ilmen area,NA,5979.943919,KBA,NA,NA,8,Russia,RUS,NA,no,149,0.015077919,44,0.008341232,4,0.000626959,22,0.00218601,9.01E-08,6.23E-07,2.00E-07,3.10E-07,1.553014383,1.604211018,1.333113199,2.045177858,0.224129108,0.240674769,0.193698346,0.278269917,0.077635089,0.085869182,0.093633186,0.098796865,0.148313729,0.164833607,0.468475377,0.468281364,7.138173534,8.577903741,7.138173534,11.19163182,121.0984747,11.170473,120.8761734,0.574794002,7.678942706,0.729170429,0.882643635,6.319508655,14.46447748,0.045575543,0.109049991,0,-0.072231745,0.053975288
1018,219,1130,Chelomdzha valley and Kava-Chelomdzha interfluve,NA,3462.030293,KBA,NA,NA,8,Russia,RUS,NA,no,101,0.010220603,37,0.007014218,2,0.00031348,0,0,9.44E-08,1.71E-07,9.93E-08,NA,1.945853002,2.3703884,0.310044791,0.320377113,0.141650838,0.141650838,NA,#NAME?,0.108462208,0.112339134,0.091808864,0.093011522,0.180452417,0.190423054,1,1,0.48125298,2.143817728,0.48125298,18.8833241,163.7332875,18.87646792,163.6800584,3.073329308,37.31797224,0.954465546,0.96815216,0.062909529,0.145019532,0.19720603,0.471349984,0,0,9.57E-06
1019,579,915,Kunovatski,NA,2213.035811,KBA,NA,NA,8,Russia,RUS,NA,no,122,0.012345679,35,0.006635071,3,0.000470219,1,9.94E-05,1.09E-07,6.60E-08,9.44E-08,5.28E-08,0.84588216,0.8488994,0.199737374,0.203548456,0.143125096,0.148936105,0.009862197,0.009862197,0.180952798,0.179962192,0.166078648,0.165611569,0.338557826,0.335168063,0.911945742,0.917905409,0.01917319,0.583153886,0.01917319,30.43769759,185.2331383,25.53769579,159.0344392,9.368475965,54.95165764,0.948610301,0.955010005,-0.011166595,0.016708374,0.422279328,0.486316651,0,0,0
1020,581,1101,Kurluska lake and middle Boganida valley,NA,7923.522236,KBA,NA,NA,8,Russia,RUS,NA,no,64,0.006476422,24,0.004549763,1,0.00015674,0,0,1.41E-07,1.04E-07,7.62E-08,NA,0.659067241,0.738845628,0.14812095,0.182259934,0.102247819,0.102247819,NA,#NAME?,0.128310846,0.127079185,0.166289256,0.166480432,0.260598858,0.273195976,1,1,0.591726711,1.260397845,0.591726711,11.02567352,222.3636307,3.110095766,78.30492429,7.913057456,145.1202376,1.002021582,1.00232208,-0.006405658,0.011901856,0.002121212,0.00305,0,0,0
1021,344,904,Erdniyevskaya area,NA,2007.215834,KBA,NA,NA,8,Russia,RUS,NA,no,142,0.014369561,46,0.008720379,3,0.000470219,17,0.001689189,7.84E-08,1.81E-07,1.86E-07,2.40E-07,1.496678869,1.525204607,0.720796583,0.787169681,0.22351122,0.22351122,0.168979945,0.170967382,0.076494408,0.081076617,0.104285821,0.109849523,0.123756293,0.123115353,0.443283869,0.441928991,5.762704376,5.908390378,5.762704376,5.245105872,23.91494132,5.2422003,23.89767113,0.048285854,1.461553465,0.638341844,0.68300413,0.368045254,2.602493276,0.189002295,0.322550029,0,-0.004277942,0.02140307
1022,227,893,Chudsko-Pskovski Lake and the adjacent areas,NA,3703.704674,KBA,NA,NA,8,Russia,RUS,NA,no,186,0.018822101,53,0.010047393,9,0.001410658,6,0.000596184,6.90E-08,1.02E-07,1.60E-07,9.67E-08,1.383002154,1.518950977,0.516374696,0.518802435,0.449574654,0.455932767,0.049091715,0.054560386,0.087656672,0.088537711,0.132505555,0.13294441,0.167293759,0.163185444,0.750526405,0.76375229,7.272296717,10.70226157,7.272296717,56.37794306,599.9314145,56.34274769,597.2286181,6.343231896,100.2885812,0.89347515,0.922261654,0.449122112,3.996521001,-0.033769759,0.138316691,4.98E-05,-0.018845166,0.004657356
1023,586,875,Kuznetsky Alatau Zapovednik,NA,3984.276241,KBA,NA,NA,8,Russia,RUS,NA,no,195,0.019732848,57,0.010805687,4,0.000626959,7,0.000695548,7.93E-08,2.13E-07,1.04E-07,8.45E-08,1.594132969,1.6198384,0.563668862,0.620480279,0.116483065,0.16362843,0.033184766,0.035308454,0.025781588,0.028645844,0.047251377,0.051023004,0.048882158,0.051872069,0.57799219,0.573055464,1.172346355,3.276900209,1.172346355,74.85346886,456.0710129,74.84882859,456.0357538,36.71650174,225.592581,0.941277754,0.951927388,0.005761346,0.040557862,0.302748676,0.642366678,0,-0.00033698,0.000515287
1024,588,1114,Kytalyk,NA,53084.30067,KBA,NA,NA,8,Russia,RUS,NA,no,66,0.00667881,24,0.004549763,1,0.00015674,0,0,2.61E-07,1.14E-07,7.62E-08,NA,1.032509337,1.255592377,0.133998926,0.162260843,0.102247819,0.102247819,NA,#NAME?,0.142292152,0.151442297,0.123642874,0.135620228,0.135037489,0.147541681,1,1,0.350469834,2.201571573,0.350469834,2.803499574,168.1536192,0.546191317,43.744706,2.256833997,125.4034973,1.002466093,1.002519129,0.00650108,1.042678838,0.003388833,0.013466666,0,0,0
1025,1313,1112,Yana delta,NA,21008.25667,KBA,NA,NA,8,Russia,RUS,NA,no,52,0.005262093,24,0.004549763,1,0.00015674,0,0,3.06E-07,1.30E-07,7.62E-08,NA,0.956278612,1.010778537,0.135460824,0.159929474,0.102247819,0.102247819,NA,#NAME?,0.138779254,0.155117919,0.10029636,0.112253288,0.182606062,0.185355978,1,1,0.083975707,2.519313869,0.083975707,0.429875728,60.55901529,0.127065069,25.77136637,0.301798363,35.65040585,1.002461268,1.002553914,6.84E-05,0.003707886,0.010600971,0.016099999,0,0,0
1026,843,1117,Novosibirski archipelago,NA,36828.31412,KBA,NA,NA,8,Russia,RUS,NA,no,27,0.00273224,5,0.000947867,0,0,0,0,2.28E-07,1.60E-07,NA,NA,0.729826772,1.027787554,0.043024755,0.079043674,NA,#NAME?,NA,#NAME?,0.086186702,0.130628003,0.095786984,0.139681723,0.184655614,0.223867023,1,1,0,0,0,NA,1.007,NA,1.007,NA,1.007,1.002654048,1.002665997,0,0,0.00109755,0.004783334,0,0,0
1027,605,525,Lake Baikal,88000,85508.37895,WHS,1,Not Applicable,8,Russia,RUS,NA,no,249,0.025197328,81,0.01535545,5,0.000783699,8,0.000794913,1.10E-07,1.58E-06,1.45E-07,1.00E-07,1.567194533,2.050048383,0.61805963,0.855071563,0.157668436,0.207923555,0.029937158,0.046431496,0.042202553,0.045434429,0.056567758,0.059460527,0.093483107,0.104694509,0.625683961,0.637659841,2.194023517,6.507692246,2.194023517,56.22792165,4115.958054,56.17865142,4111.750203,25.13513746,1799.768009,0.928508296,0.983300806,0.346882815,5.828872671,0.169042269,0.700266648,0,2.95E-05,0.000432
1028,965,527,Putorana Plateau,18872.51,19801.03703,WHS,1,Not Applicable,8,Russia,RUS,NA,no,77,0.007791945,27,0.005118483,1,0.00015674,0,0,9.31E-08,1.02E-07,7.62E-08,NA,0.493454344,0.548507179,0.213830008,0.221235166,0.102247819,0.102247819,NA,#NAME?,0.093739297,0.094802118,0.088488706,0.089408191,0.151242218,0.143147516,1,1,0.001807064,0.045539755,0.001807064,5.956553304,206.3856134,4.672464529,165.3245837,1.347663595,44.84971867,1.001930785,1.002562006,-0.00178456,0.020690918,0.000235304,0.001183333,0,0,0
1029,966,1099,Pyasina delta,NA,3577.419274,KBA,NA,NA,8,Russia,RUS,NA,no,32,0.003238211,11,0.002085308,0,0,0,0,2.04E-07,1.30E-07,NA,NA,0.565151394,0.576491245,0.073652902,0.095119459,NA,#NAME?,NA,#NAME?,0.132316524,0.133406493,0.123570006,0.125075635,0.172917641,0.18958145,1,1,0.314480094,1.383164652,0.314480094,NA,0.999,NA,0.999,NA,0.999,1.00192964,1.002160907,0,0,1.34E-05,6.67E-05,0,0,0
1030,265,1125,Dal'dzi lake,NA,2062.589472,KBA,NA,NA,8,Russia,RUS,NA,no,163,0.016494637,40,0.007582938,3,0.000470219,8,0.000794913,1.45E-07,1.18E-07,2.41E-07,2.16E-07,2.308047664,3.160256679,0.376431839,0.392429206,0.171417411,0.199683369,0.048004058,0.048110512,0.122698958,0.144456734,0.117701711,0.139284295,0.227555242,0.265672094,0.486441146,0.550203654,0.38179246,1.015143384,0.38179246,39.87412373,255.4643465,39.86207877,255.4046012,18.69442663,109.3288299,0.908375207,0.915168951,-0.270733181,0.082015991,0.25778977,0.333416671,0,-0.015158553,0.005789938
1031,626,896,Lapland Biosphere Reserve,NA,2786.721833,KBA,NA,NA,8,Russia,RUS,NA,no,126,0.012750455,29,0.00549763,2,0.00031348,2,0.000198728,8.65E-08,9.56E-08,9.87E-08,6.01E-08,1.31523479,1.456735023,0.197845227,0.204186987,0.059019442,0.06671023,0.015797839,0.015797839,0.150994836,0.148052716,0.152369135,0.150604607,0.269780712,0.268293578,0.858540358,0.888917384,3.403550823,7.918528331,3.403550823,34.22573141,273.9167561,31.19349645,249.7217085,7.424054678,60.21604974,0.93050288,0.972151492,-0.020135193,0.280609129,0.178931112,0.210150007,0,0,0
1032,1341,889,Zaonezh'ye,NA,3598.231228,KBA,NA,NA,8,Russia,RUS,NA,no,156,0.015786278,39,0.007393365,5,0.000783699,5,0.00049682,6.25E-08,7.49E-08,1.22E-07,9.02E-08,1.07949873,1.116784955,0.28442736,0.311332728,0.210485236,0.226210057,0.041873325,0.048282703,0.089441682,0.090079535,0.129725508,0.130365299,0.190096302,0.188175006,0.758348362,0.764764346,4.893595067,6.236519497,4.893595067,62.57464005,569.0295191,61.9503255,563.5277532,23.44711333,216.1800314,0.924354824,0.92869354,0.161661718,0.325317384,0.129171207,0.150916636,0,0,0
1033,631,1106,Lena delta,NA,32012.98908,KBA,NA,NA,8,Russia,RUS,NA,no,57,0.005768063,24,0.004549763,2,0.00031348,0,0,1.82E-07,1.68E-07,9.93E-08,NA,1.002676908,1.079212313,0.127559957,0.205375312,0.10452107,0.131800083,NA,#NAME?,0.148766897,0.166207674,0.124619018,0.137155973,0.089727548,0.095667902,1,1,0.06228366,4.503529472,0.06228366,0.016739392,21.99789725,0.007285012,10.0329524,0.009466369,12.97698399,1.002463655,1.002552515,-0.001404506,0,0.001607209,0.006066666,0,0,0
1034,632,526,Lena Pillars Nature Park,13871.5,13196.39429,WHS,1,Not Applicable,8,Russia,RUS,NA,no,132,0.01335762,38,0.007203791,2,0.00031348,2,0.000198728,7.23E-08,9.83E-08,9.93E-08,6.01E-08,0.928089201,0.947718465,0.280256569,0.316153862,0.142173475,0.145003098,0.012755748,0.015797839,0.063583072,0.065005134,0.059757659,0.062343154,0.108907372,0.093524369,0.745503829,0.739105241,0.97928009,1.781104527,0.97928009,11.28912776,210.8066757,8.773609124,172.9053449,2.972666849,47.88750902,0.980864423,0.991847777,0.030921546,0.131195068,0.326078982,0.597183332,0,0,0
1035,1236,871,Uzkaya Steppe,NA,12015.65008,KBA,NA,NA,8,Russia,RUS,NA,no,203,0.0205424,66,0.012511848,2,0.00031348,12,0.001192369,7.68E-08,2.36E-07,8.80E-08,1.30E-07,1.564473915,1.605293274,0.860657196,0.976859772,0.067332437,0.070226079,0.065555949,0.098563759,0.089352717,0.088869746,0.114043211,0.113571587,0.154235389,0.158334324,0.56110629,0.559111681,8.194515745,10.82980743,8.194515745,41.83818607,526.6909476,41.825878,526.5187245,3.168888312,43.09837181,0.788097712,0.853679414,7.822358321,25.97586064,0.191118489,0.290466636,5.62E-10,-0.014768193,0.003653806
1036,1244,907,Vaygach island,NA,4098.711256,KBA,NA,NA,8,Russia,RUS,NA,no,42,0.004250152,18,0.003412322,0,0,0,0,1.74E-07,1.06E-07,NA,NA,1.012231575,1.017263099,0.047527108,0.093995949,NA,#NAME?,NA,#NAME?,0.157984308,0.16551166,0.169314903,0.176776825,0.498623026,0.512136798,1,1,0.151476163,0.933532037,0.151476163,NA,0.999,NA,0.999,NA,0.999,0.98255253,0.985151098,0,0,0.099801399,0.118599999,0,0,0
1037,769,1096,Murukta depression,NA,3135.924784,KBA,NA,NA,8,Russia,RUS,NA,no,84,0.008500304,27,0.005118483,1,0.00015674,0,0,8.69E-08,7.30E-08,7.62E-08,NA,0.533657537,0.56241319,0.155903577,0.158470446,0.102247819,0.102247819,NA,#NAME?,0.128651059,0.13037112,0.118448957,0.1195443,0.132034369,0.128379637,1,1,0.727790829,1.543846428,0.727790829,6.461320412,76.06062592,6.32317405,71.71564117,0.252121412,6.823667543,1.000282599,1.001026338,0.00079757,0.083358764,0.024450217,0.029766666,0,0,0
1038,653,1122,Lower Anadyr lowlands,NA,8230.074584,KBA,NA,NA,8,Russia,RUS,NA,no,72,0.007285974,25,0.004739336,1,0.00015674,0,0,2.65E-07,3.61E-07,7.62E-08,NA,1.168648482,1.916908755,0.210624137,0.313156784,0.102247819,0.102247819,NA,#NAME?,0.091291063,0.094938088,0.074427299,0.078690329,0.083737467,0.092079541,1,1,0.454173517,2.230956928,0.454173517,10.75818138,145.0428203,1.244656142,17.83515935,9.507586295,128.1337251,0.984955843,0.989759713,0.004399052,0.019805908,0.001732492,0.00985,0,0,0
1039,656,1098,Lower Leningradskaya river,NA,2534.101134,KBA,NA,NA,8,Russia,RUS,NA,no,23,0.002327464,8,0.001516588,0,0,0,0,2.28E-07,1.13E-07,NA,NA,0.471909985,0.489725469,0.05679182,0.057446443,NA,#NAME?,NA,#NAME?,0.218762454,0.24031958,0.181353878,0.198625968,0.349229083,0.363158193,1,1,0,0,0,NA,0.999,NA,0.999,NA,0.999,1.002602245,1.002640498,0,0,-3.34E-07,0.000266667,0,0,0
1040,658,884,Lower Ob',NA,5905.63399,KBA,NA,NA,8,Russia,RUS,NA,no,93,0.00941105,31,0.005876777,3,0.000470219,1,9.94E-05,1.00E-07,8.96E-08,9.44E-08,5.28E-08,0.660177699,0.851014793,0.169291558,0.192317208,0.128722032,0.150838858,0.009862197,0.009862197,0.194602637,0.196282522,0.165001205,0.167767393,0.235761214,0.236818702,0.862938789,0.844900955,0.89499922,3.975177448,0.89499922,9.415623618,171.0369476,6.052977365,115.0460469,3.863458763,65.60462766,0.973659827,0.981998705,0.090281266,0.409133913,0.326590528,0.577916667,0,0,0
1041,307,1105,Dudypta river plains,NA,12510.50398,KBA,NA,NA,8,Russia,RUS,NA,no,66,0.00667881,24,0.004549763,1,0.00015674,0,0,1.45E-07,1.04E-07,7.62E-08,NA,0.63891654,0.663866881,0.140907802,0.205956815,0.102247819,0.102247819,NA,#NAME?,0.150825708,0.153554256,0.170219438,0.172035285,0.264736764,0.261634729,1,1,0.184198146,1.504568034,0.184198146,2.005624257,88.78943516,0.20571884,14.48533662,1.798563806,75.23543968,1.001374036,1.002286866,-0.004360528,0,0.00192358,0.0053,0,0,0
1042,314,883,Dvuob'ye,NA,6769.508775,KBA,NA,NA,8,Russia,RUS,NA,no,130,0.013155232,39,0.007393365,3,0.000470219,1,9.94E-05,7.93E-08,8.63E-08,9.44E-08,5.28E-08,0.848096831,0.861244014,0.203347536,0.205066253,0.151174031,0.157462963,0.009862197,0.009862197,0.18290545,0.183520288,0.172870808,0.174425116,0.272659988,0.27257571,0.906608649,0.910630155,0.828683922,1.410291927,0.828683922,20.56074147,301.4393902,17.74489813,252.3435988,4.638468002,78.0349048,0.956975369,0.965389466,0.004505211,0.056167602,0.476745094,0.532649979,0,0,0.000103783
